"מספר
הסקר",תאריך מנורמל,תאריך,משיבים,"כלי
תקשורת","עורך
משאלים",הליכוד,יהדות התורה,ש״ס,כחול לבן,יש עתיד,חדש תע״ל,ישראל ביתנו,הדמוקרטים,הציונות הדתית,רע״מ,בל״ד,עוצמה יהודית,ביחד (בנט ולפיד),ישר!,המילואימניקים,‏רשימה ערבית מאוחדת
388,2025-09-04,04/09/2025,497,ערוץ 14,שלמה פילבר,34,8,11,4,7,5,9,12,4,5,0,6,15,,,
385,2025-09-03,03/09/2025,513,i24 news,צוריאל שרון,30,8,10,0,4,5,11,10,5,5,0,6,20,,6,
384,2025-09-02,02/09/2025,558,חדשות 13,יצחק כ,22,7,10,4,8,5,10,9,4,5,0,9,23,4,,
382,2025-08-29,29/08/2025,500,מעריב,מנחם לזר,24,7,8,0,7,5,10,9,0,6,0,8,21,7,8,
377,2025-08-28,28/08/2025,509,חדשות 12,מנו גבע,24,7,8,0,7,5,10,11,4,5,0,7,20,12,,
381,2025-08-28,28/08/2025,524,ערוץ 14,שלמה פילבר,34,8,11,5,8,5,9,9,5,5,0,6,15,,,
376,2025-08-26,26/08/2025,404,זמן ישראל,יוסי טאטיקה,27,7,9,4,8,4,11,11,0,6,0,7,26,,,
375,2025-08-22,22/08/2025,509,מעריב,מנחם לזר,20,7,8,0,9,5,10,10,4,5,0,8,21,8,5,
374,2025-08-21,21/08/2025,524,ערוץ 14,שלמה פילבר,34,8,11,4,8,5,8,10,4,5,0,7,16,,,
373,2025-08-20,20/08/2025,542,i24 news,צוריאל שרון,28,8,10,0,4,4,9,13,6,5,0,9,19,,5,
372,2025-08-17,17/08/2025,505,חדשות 12,מנו גבע,24,7,8,0,7,5,11,11,4,5,0,6,20,12,,
371,2025-08-15,15/08/2025,502,מעריב,מנחם לזר,23,7,9,5,6,5,9,10,4,5,0,7,21,9,,
370,2025-08-14,14/08/2025,639,ערוץ 14,שלמה פילבר,33,8,11,4,8,5,8,10,5,5,0,6,17,,,
369,2025-08-10,10/08/2025,554,כאן חדשות,דודי חסיד,26,7,9,4,6,5,10,8,4,6,0,6,22,7,,
368,2025-08-08,08/08/2025,504,מעריב,מנחם לזר,23,7,9,4,7,5,8,10,4,5,0,6,21,11,,
367,2025-08-07,07/08/2025,441,ערוץ 14,שלמה פילבר,34,8,11,5,8,5,8,11,5,5,0,6,14,,,
366,2025-08-03,03/08/2025,568,חדשות 13,יצחק כ,26,8,9,4,15,5,8,8,0,6,0,9,22,,,
365,2025-08-01,01/08/2025,511,מעריב,מנחם לזר,25,8,9,4,8,4,12,12,0,6,0,7,25,,,
364,2025-07-31,31/07/2025,568,ערוץ 14,שלמה פילבר,33,8,11,4,6,5,8,13,4,6,0,6,16,,,
363,2025-07-25,25/07/2025,501,מעריב,מנחם לזר,25,7,10,5,9,5,12,11,0,5,0,7,24,,,
361,2025-07-24,24/07/2025,568,ערוץ 14,שלמה פילבר,33,8,11,4,6,5,8,13,4,6,0,6,16,,,
362,2025-07-24,24/07/2025,633,i24 news,צוריאל שרון,27,8,9,0,5,4,12,11,6,5,0,7,26,,,
360,2025-07-23,23/07/2025,500,חדשות 13,יצחק כ,25,7,10,0,13,6,10,10,4,4,0,6,25,,,
358,2025-07-18,18/07/2025,506,מעריב,מנחם לזר,26,7,9,6,8,5,11,10,4,5,0,7,22,,,
357,2025-07-17,17/07/2025,483,ערוץ 14,שלמה פילבר,34,8,10,0,6,5,9,13,5,6,0,6,18,,,
359,2025-07-17,17/07/2025,404,זמן ישראל,יוסי טאטיקה,30,7,8,4,7,5,10,9,4,5,0,5,26,,,
355,2025-07-16,16/07/2025,503,חדשות 12,מנו גבע,27,8,8,6,10,5,10,12,0,5,0,6,23,,,
354,2025-07-14,14/07/2025,525,i24 news,צוריאל שרון,32,8,11,0,4,4,10,13,5,5,0,6,22,,,
353,2025-07-11,11/07/2025,511,מעריב,מנחם לזר,24,7,9,7,7,4,10,10,4,6,0,7,25,,,
352,2025-07-04,04/07/2025,511,מעריב,מנחם לזר,27,8,9,6,9,5,9,11,0,5,0,7,24,,,
351,2025-07-03,03/07/2025,658,ערוץ 14,שלמה פילבר,34,8,10,5,5,5,11,11,5,6,0,6,14,,,
349,2025-07-01,01/07/2025,502,חדשות 12,מנו גבע,26,8,9,6,9,5,10,12,0,5,0,6,24,,,
350,2025-07-01,01/07/2025,500,חדשות 13,יצחק כ,25,7,10,4,8,5,12,10,4,5,0,7,23,,,
346,2025-06-26,26/06/2025,458,ערוץ 14,שלמה פילבר,33,8,11,6,5,5,10,11,5,5,0,6,15,,,
347,2025-06-26,26/06/2025,513,i24 news,צוריאל שרון,33,8,11,5,4,5,9,13,4,5,0,6,17,,,
348,2025-06-26,26/06/2025,501,מעריב,מנחם לזר,25,7,9,8,8,5,9,11,0,6,0,7,25,,,
344,2025-06-25,25/06/2025,583,וואלה,מנחם לזר,26,7,9,8,8,5,10,12,0,5,0,6,24,,,
345,2025-06-25,25/06/2025,558,כאן חדשות,דודי חסיד,28,7,9,7,8,5,10,9,0,6,0,7,24,,,
343,2025-06-24,24/06/2025,502,חדשות 12,מנו גבע,26,8,9,7,9,5,9,12,0,5,0,6,24,,,
335,2025-06-20,20/06/2025,500,מעריב,מנחם לזר,26,7,10,7,9,4,10,11,0,6,0,6,24,,,
334,2025-06-19,19/06/2025,758,ערוץ 14,שלמה פילבר וצוריאל שרון,33,8,11,6,5,5,8,12,5,5,0,6,16,,,
333,2025-06-18,18/06/2025,500,חדשות 13,יצחק כ״ץ,27,7,10,7,7,6,11,11,0,4,0,6,24,,,
332,2025-06-14,14/06/2025,613,ערוץ 14,שלמה פילבר וצוריאל שרון,33,8,11,6,5,5,9,11,5,5,0,6,16,,,
331,2025-06-13,13/06/2025,506,מעריב,מנחם לזר,20,8,9,8,9,4,10,11,0,6,0,8,27,,,
330,2025-06-12,12/06/2025,603,ערוץ 14,שלמה פילבר וצוריאל שרון,32,8,11,6,5,6,9,13,5,5,0,6,14,,,
329,2025-06-11,11/06/2025,500,חדשות 13,יצחק כ״ץ,24,7,10,7,8,6,8,9,0,5,0,9,27,,,
328,2025-06-09,09/06/2025,500,וואלה,מנחם לזר,22,7,9,10,9,5,10,9,0,5,0,8,26,,,
327,2025-06-06,06/06/2025,506,מעריב,מנחם לזר,20,8,9,8,9,4,10,11,0,6,0,8,27,,,
326,2025-06-05,05/06/2025,500,ערוץ 14,שלמה פילבר וצוריאל שרון,32,8,10,6,5,5,9,14,5,5,0,7,14,,,
324,2025-06-04,04/06/2025,502,חדשות 12,מנו גבע,22,8,10,7,9,5,10,12,0,5,0,8,24,,,
325,2025-06-04,04/06/2025,500,חדשות 13,יצחק כ״ץ,24,7,10,9,8,4,9,10,0,4,0,8,27,,,
323,2025-05-30,30/05/2025,500,מעריב,מנחם לזר,19,8,9,9,10,6,10,9,0,4,0,8,28,,,
322,2025-05-29,29/05/2025,672,ערוץ 14,צוריאל שרון,34,8,10,6,5,5,8,14,5,6,0,6,13,,,
321,2025-05-28,28/05/2025,554,כאן חדשות,דודי חסיד,22,7,10,8,8,6,11,10,0,5,0,8,25,,,
320,2025-05-25,25/05/2025,500,חדשות 12,מנו גבע,21,8,10,8,9,5,10,13,0,5,0,9,22,,,
319,2025-05-23,23/05/2025,500,מעריב,מנחם לזר,20,7,9,9,11,6,11,7,0,4,0,8,28,,,
318,2025-05-22,22/05/2025,630,ערוץ 14,צוריאל שרון,32,8,10,6,5,5,10,14,5,5,0,7,13,,,
317,2025-05-20,20/05/2025,500,חדשות 13,יצחק כ״ץ,20,7,10,6,7,6,10,8,4,4,0,9,29,,,
315,2025-05-16,16/05/2025,500,מעריב,מנחם לזר,20,7,9,8,9,5,11,11,0,5,0,8,27,,,
316,2025-05-16,16/05/2025,500,ישראל היום,יצחק כ״ץ,25,7,10,7,8,4,8,10,0,5,0,9,27,,,
314,2025-05-09,09/05/2025,500,מעריב,מנחם לזר,21,7,9,9,10,5,10,11,0,5,0,9,24,,,
312,2025-05-07,07/05/2025,500,מכונת האמת,מנחם לזר,21,7,9,11,10,5,10,10,0,5,0,9,23,,,
313,2025-05-07,07/05/2025,504,חדשות 12,מנו גבע,21,8,10,7,9,5,10,14,0,5,0,8,23,,,
311,2025-05-05,05/05/2025,500,חדשות 13,יצחק כ״ץ,20,7,10,5,7,6,8,9,0,6,0,11,31,,,
310,2025-05-02,02/05/2025,510,מעריב,מנחם לזר,19,7,9,8,10,5,11,11,0,5,0,9,26,,,
309,2025-04-25,25/04/2025,500,מעריב,מנחם לזר,20,7,9,7,9,5,10,12,0,5,0,10,26,,,
308,2025-04-21,21/04/2025,602,כאן חדשות,דודי חסיד,23,7,10,9,8,5,10,10,0,5,0,8,25,,,
307,2025-04-18,18/04/2025,508,מעריב,מנחם לזר,19,7,9,7,8,5,10,11,0,5,0,10,29,,,
306,2025-04-11,11/04/2025,500,מעריב,מנחם לזר,18,7,9,8,8,5,11,10,0,5,0,10,29,,,
305,2025-04-06,06/04/2025,502,חדשות 12,מנו גבע,22,8,10,8,8,5,9,13,0,5,0,9,23,,,
304,2025-04-04,04/04/2025,500,מעריב,מנחם לזר,21,7,9,8,9,5,9,10,0,5,0,8,29,,,
303,2025-04-02,02/04/2025,600,כאן חדשות,דודי חסיד,20,7,10,8,9,5,9,10,0,6,0,9,27,,,
302,2025-03-28,28/03/2025,1004,מעריב,מנחם לזר,19,7,9,10,9,5,9,12,0,4,0,9,27,,,
301,2025-03-21,21/03/2025,501,מעריב,מנחם לזר,19,7,9,9,8,6,9,10,5,4,0,9,25,,,
299,2025-03-17,17/03/2025,504,חדשות 12,מנו גבע,22,8,9,7,11,5,9,12,0,6,0,9,22,,,
300,2025-03-17,17/03/2025,504,i24 news,יצחק כ״ץ,19,7,10,12,7,6,7,9,5,5,0,10,23,,,
298,2025-03-14,14/03/2025,500,מעריב,מנחם לזר,21,7,9,9,9,6,10,8,4,4,0,8,25,,,
297,2025-03-07,07/03/2025,500,מעריב,מנחם לזר,20,7,10,9,10,5,10,9,4,5,0,8,23,,,
296,2025-03-05,05/03/2025,500,חדשות 12,מנו גבע,24,8,9,9,11,5,8,10,0,5,0,7,24,,,
295,2025-02-28,28/02/2025,511,מעריב,מנחם לזר,20,7,9,9,9,5,10,10,4,4,0,8,25,,,
294,2025-02-23,23/02/2025,500,i24 news,יצחק כ״ץ,24,8,10,8,7,4,7,11,5,4,0,7,25,,,
293,2025-02-21,21/02/2025,509,מעריב,מנחם לזר,21,7,9,9,10,5,10,9,4,4,0,8,24,,,
292,2025-02-17,17/02/2025,501,חדשות 12,מנו גבע,23,8,9,8,9,5,7,12,4,5,0,7,23,,,
291,2025-02-14,14/02/2025,500,מעריב,מנחם לזר,20,7,9,10,9,6,10,9,0,4,0,8,28,,,
290,2025-02-07,07/02/2025,503,מעריב,מנחם לזר,22,7,9,11,10,4,9,9,0,6,0,9,24,,,
289,2025-02-05,05/02/2025,500,חדשות 13,יצחק כ״ץ,24,7,9,9,5,5,9,11,0,4,0,8,29,,,
271,2025-01-31,31/01/2025,517,מעריב,מנחם לזר,21,7,9,19,14,5,15,13,4,5,0,8,,,,
270,2025-01-24,24/01/2025,517,מעריב,מנחם לזר,21,7,10,18,13,5,16,12,4,5,0,9,,,,
267,2025-01-23,23/01/2025,505,חדשות 12,מנו גבע,24,7,9,18,14,4,13,13,4,6,0,8,,,,
268,2025-01-23,23/01/2025,500,ישראל היום,יצחק כ״ץ,28,7,10,18,14,5,12,12,0,6,0,8,,,,
269,2025-01-23,23/01/2025,521,ערוץ 14,שלמה פילבר וצוריאל שרון,31,8,11,10,6,5,15,17,6,6,0,5,,,,
266,2025-01-22,22/01/2025,500,מכונת האמת,רפי סמית,26,7,9,16,12,5,16,11,5,5,0,8,,,,
265,2025-01-17,17/01/2025,509,מעריב,מנחם לזר,23,7,10,17,14,5,15,13,4,5,0,7,,,,
263,2025-01-16,16/01/2025,531,i24 news,יצחק כ״ץ,27,8,10,18,11,6,16,11,0,4,0,9,,,,
264,2025-01-16,16/01/2025,521,ערוץ 14,שלמה פילבר וצוריאל שרון,29,8,10,12,7,5,15,15,6,5,0,8,,,,
262,2025-01-10,10/01/2025,501,מעריב,מנחם לזר,22,7,10,19,14,5,15,13,4,5,0,6,,,,
261,2025-01-09,09/01/2025,498,ערוץ 14,שלמה פילבר וצוריאל שרון,34,8,11,13,8,5,14,12,5,5,0,5,,,,
260,2025-01-03,03/01/2025,500,מעריב,מנחם לזר,24,7,9,18,15,5,16,11,4,5,0,6,,,,
259,2025-01-02,02/01/2025,508,ערוץ 14,שלמה פילבר וצוריאל שרון,34,8,10,15,8,5,13,12,5,5,0,5,,,,
258,2024-12-29,29/12/2024,601,כאן חדשות,דודי חסיד,25,7,10,18,14,5,14,11,4,5,0,7,,,,
257,2024-12-27,27/12/2024,500,מעריב,מנחם לזר,23,7,10,20,16,6,15,11,0,4,0,8,,,,
256,2024-12-26,26/12/2024,500,ערוץ 14,דירקט פולס,32,8,10,13,9,5,13,13,4,5,0,8,,,,
255,2024-12-25,25/12/2024,501,חדשות 12,מנו גבע,23,7,9,19,15,5,14,11,4,5,0,8,,,,
254,2024-12-20,20/12/2024,500,מעריב,מנחם לזר,24,7,9,20,15,6,14,12,0,4,0,9,,,,
253,2024-12-19,19/12/2024,500,ערוץ 14,שלמה פילבר וצוריאל שרון,33,8,10,13,10,4,12,12,4,6,0,8,,,,
251,2024-12-13,13/12/2024,500,מעריב,מנחם לזר,25,7,10,19,14,5,14,13,0,5,0,8,,,,
252,2024-12-13,13/12/2024,500,כאן חדשות,דודי חסיד,26,8,10,19,15,5,14,10,0,5,0,8,,,,
249,2024-12-12,12/12/2024,503,חדשות 12,מנו גבע,25,8,9,19,16,5,13,11,0,5,0,9,,,,
250,2024-12-12,12/12/2024,500,ערוץ 14,שלמה פילבר וצוריאל שרון,34,8,10,14,10,5,11,12,5,5,0,6,,,,
248,2024-12-11,11/12/2024,676,חדשות 13,יצחק כ״ץ,26,7,10,19,13,5,12,10,5,4,0,9,,,,
247,2024-12-9,9/12/2024,501,i24 news,יצחק כ״ץ,27,7,9,19,14,5,11,9,4,5,0,10,,,,
246,2024-12-6,6/12/2024,500,מעריב,מנחם לזר,22,8,9,19,15,5,14,12,4,5,0,7,,,,
245,2024-11-29,29/11/2024,500,מעריב,מנחם לזר,24,7,9,19,15,5,14,11,4,5,0,7,,,,
244,2024-11-26,26/11/2024,510,חדשות 12,מנו גבע,25,8,9,18,15,5,14,12,0,5,0,9,,,,
243,2024-11-22,22/11/2024,504,מעריב,מנחם לזר,25,8,9,19,15,5,14,12,0,5,0,8,,,,
242,2024-11-18,18/11/2024,500,חדשות 12,מנו גבע,26,8,9,19,15,5,13,12,0,5,0,8,,,,
241,2024-11-15,15/11/2024,500,מעריב,מנחם לזר,23,7,10,20,14,5,15,13,0,5,0,8,,,,
240,2024-11-8,8/11/2024,500,מעריב,מנחם לזר,24,7,10,19,15,5,14,13,0,5,0,8,,,,
236,2024-11-6,6/11/2024,502,חדשות 12,מנו גבע,25,8,10,20,15,5,13,11,0,5,0,8,,,,
237,2024-11-6,6/11/2024,606,כאן חדשות,דודי חסיד,24,7,10,21,13,6,15,11,0,5,0,8,,,,
238,2024-11-06,06/11/2024,504,ערוץ 14,שלמה פילבר וצוריאל שרון,33,8,10,16,8,5,14,10,5,5,0,6,,,,
239,2024-11-06,06/11/2024,502,i24 news,יצחק כ״ץ,26,7,10,20,12,5,16,9,0,5,0,10,,,,
235,2024-11-01,01/11/2024,500,מעריב,מנחם לזר,23,7,10,20,13,5,14,11,4,5,0,8,,,,
234,2024-10-31,31/10/2024,501,ישראל היום,יצחק כ״ץ,26,8,11,19,11,5,12,11,4,5,0,8,,,,
233,2024-10-28,28/10/2024,507,חדשות 12,מנו גבע,26,8,10,22,13,5,13,10,0,5,0,8,,,,
232,2024-10-27,27/10/2024,523,ערוץ 14,שלמה פילבר וצוריאל שרון,33,8,10,14,9,5,14,11,5,5,0,6,,,,
231,2024-10-25,25/10/2024,500,מעריב,מנחם לזר,25,7,10,21,14,5,15,10,0,5,0,8,,,,
230,2024-10-20,20/10/2024,676,חדשות 13,יצחק כ״ץ,25,7,10,21,13,5,13,9,5,4,0,8,,,,
229,2024-10-18,18/10/2024,602,מעריב,מנחם לזר,23,7,10,20,14,6,14,10,4,5,0,7,,,,
228,2024-10-15,15/10/2024,472,ערוץ 14,שלמה פילבר וצוריאל שרון,33,8,10,15,8,5,15,10,4,5,0,7,,,,
227,2024-10-11,11/10/2024,500,מעריב,מנחם לזר,24,7,10,20,14,5,14,10,4,5,0,7,,,,
226,2024-10-2,2/10/2024,600,מעריב,מנחם לזר,26,7,10,19,14,5,14,9,4,5,0,7,,,,
224,2024-9-29,29/9/2024,520,ערוץ 14,שלמה פילבר וצוריאל שרון,31,8,11,15,9,5,15,10,5,5,0,6,,,,
225,2024-9-29,29/9/2024,502,חדשות 12,מנו גבע,25,8,10,21,15,5,14,11,0,5,0,6,,,,
223,2024-09-27,27/09/2024,501,מעריב,מנחם לזר,25,6,10,19,15,6,14,9,4,4,0,8,,,,
221,2024-09-26,26/09/2024,509,i24 news,יצחק כ״ץ,24,8,10,21,11,6,15,9,4,4,0,8,,,,
222,2024-09-26,26/09/2024,583,ערוץ 14,שלמה פילבר וצוריאל שרון,30,8,10,15,9,4,15,11,5,6,0,7,,,,
220,2024-09-20,20/09/2024,606,מעריב,מנחם לזר,24,7,9,21,15,5,14,9,4,4,0,8,,,,
219,2024-09-19,19/09/2024,500,ערוץ 14,שלמה פילבר וצוריאל שרון,30,8,10,17,10,5,13,11,5,5,0,6,,,,
218,2024-09-17,17/09/2024,500,חדשות 13,יצחק כ״ץ,21,7,10,22,13,5,14,8,5,6,0,9,,,,
217,2024-09-13,13/09/2024,503,מעריב,מנחם לזר,24,7,9,21,15,5,14,8,4,4,0,9,,,,
216,2024-09-12,12/09/2024,536,ערוץ 14,שלמה פילבר וצוריאל שרון,29,8,9,18,10,4,13,11,5,6,0,7,,,,
215,2024-09-09,09/09/2024,503,חדשות 12,מנו גבע,22,8,10,21,15,5,14,11,0,5,0,9,,,,
214,2024-09-06,06/09/2024,506,מעריב,מנחם לזר,23,7,9,22,13,6,15,8,4,4,0,9,,,,
213,2024-09-05,05/09/2024,536,ערוץ 14,שלמה פילבר וצוריאל שרון,29,8,10,17,11,4,13,11,5,6,0,6,,,,
212,2024-09-04,04/09/2024,600,כאן חדשות,דודי חסיד,22,7,10,23,14,5,14,8,4,5,0,8,,,,
211,2024-08-30,30/08/2024,500,מעריב,מנחם לזר,21,8,9,21,14,6,15,9,4,4,0,9,,,,
210,2024-08-29,29/08/2024,510,ערוץ 14,שלמה פילבר וצוריאל שרון,30,8,10,17,11,5,13,11,4,5,0,6,,,,
209,2024-08-27,27/08/2024,608,i24 news,יצחק כ״ץ,22,8,9,21,11,6,14,11,5,5,0,8,,,,
208,2024-08-23,23/08/2024,501,מעריב,מנחם לזר,22,7,9,20,15,5,14,9,4,5,0,10,,,,
206,2024-08-22,22/08/2024,503,חדשות 12,מנו גבע,22,8,10,22,15,5,14,11,0,5,0,8,,,,
207,2024-08-22,22/08/2024,600,כאן חדשות,דודי חסיד,24,8,10,21,13,5,14,8,4,5,0,8,,,,
205,2024-08-16,16/08/2024,500,מעריב,מנחם לזר,22,7,9,21,14,6,15,9,4,4,0,9,,,,
204,2024-08-15,15/08/2024,505,ערוץ 14,שלמה פילבר וצוריאל שרון,28,8,10,16,12,4,14,10,4,6,0,8,,,,
203,2024-08-09,09/08/2024,501,מעריב,מנחם לזר,22,7,10,20,13,5,15,9,4,5,0,10,,,,
202,2024-08-08,08/08/2024,505,ערוץ 14,שלמה פילבר וצוריאל שרון,28,8,10,16,13,4,14,9,5,6,0,7,,,,
201,2024-08-02,02/08/2024,510,מעריב,מנחם לזר,21,7,10,22,13,5,15,8,4,5,0,10,,,,
200,2024-08-01,01/08/2024,800,ערוץ 14,שלמה פילבר וצוריאל שרון,29,8,11,16,12,4,14,10,4,6,0,6,,,,
198,2024-07-26,26/07/2024,500,מעריב,מנחם לזר,23,7,10,23,12,6,14,8,4,4,0,9,,,,
199,2024-07-26,26/07/2024,1163,i24 news,עדי טימור וריקי הרצברג,24,8,9,23,12,4,12,9,4,6,0,9,,,,
196,2024-07-25,25/07/2024,500,חדשות 13,יצחק כ״ץ,21,7,9,23,13,6,12,8,5,5,0,11,,,,
197,2024-07-25,25/07/2024,631,ערוץ 14,שלמה פילבר וצוריאל שרון,28,8,10,15,14,4,14,9,4,6,0,8,,,,
195,2024-07-19,19/07/2024,502,מעריב,מנחם לזר,21,7,9,23,13,6,14,9,4,4,0,10,,,,
194,2024-07-18,18/07/2024,779,ערוץ 14,שלמה פילבר וצוריאל שרון,28,8,10,16,12,4,13,11,4,6,0,8,,,,
193,2024-07-12,12/07/2024,500,מעריב,מנחם לזר,20,7,9,24,13,5,14,9,4,5,0,10,,,,
192,2024-07-11,11/07/2024,500,ערוץ 14,שלמה פילבר וצוריאל שרון,24,8,10,16,13,4,14,10,6,6,0,9,,,,
191,2024-07-09,09/07/2024,500,i24 news,עדי טימור וריקי הרצברג,21,8,11,22,15,5,14,8,0,6,0,10,,,,
190,2024-07-07,07/07/2024,500,חדשות 13,יצחק כ״ץ,21,8,10,25,13,4,12,9,4,4,0,10,,,,
189,2024-07-05,05/07/2024,600,מעריב,מנחם לזר,21,7,9,23,13,5,14,10,4,5,0,9,,,,
188,2024-07-04,04/07/2024,858,ערוץ 14,שלמה פילבר וצוריאל שרון,24,8,10,17,13,4,13,10,6,6,0,9,,,,
187,2024-06-28,28/06/2024,500,מעריב,מנחם לזר,21,7,10,24,15,5,14,10,0,5,0,9,,,,
186,2024-06-25,25/06/2024,843,ערוץ 14,שלמה פילבר וצוריאל שרון,26,8,10,17,13,4,14,8,6,6,0,8,,,,
185,2024-06-24,24/06/2024,500,חדשות 12,מנו גבע,20,8,10,23,15,5,14,11,0,5,0,9,,,,
184,2024-06-23,23/06/2024,500,חדשות 13,יצחק כ״ץ,21,8,9,25,12,5,11,10,5,4,0,10,,,,
183,2024-06-21,21/06/2024,510,מעריב,מנחם לזר,22,7,10,23,16,5,14,5,0,5,0,9,,,,
182,2024-06-20,20/06/2024,514,ערוץ 14,שלמה פילבר וצוריאל שרון,24,8,10,18,13,4,14,8,5,6,0,10,,,,
180,2024-06-14,14/06/2024,544,ישראל היום,יצחק כ״ץ,21,7,10,24,16,5,12,5,4,4,0,8,,,,
181,2024-06-14,14/06/2024,501,מעריב,מנחם לזר,21,7,10,24,15,5,14,5,5,5,0,9,,,,
176,2024-06-10,10/06/2024,507,חדשות 12,מנו גבע,19,8,10,22,15,5,13,9,4,5,0,10,,,,
177,2024-06-10,10/06/2024,500,חדשות 13,אריאל איילון,20,7,10,25,13,5,12,9,5,5,0,9,,,,
178,2024-06-10,10/06/2024,605,כאן חדשות,דודי חסיד,22,7,10,23,16,5,12,7,4,5,0,9,,,,
179,2024-06-10,10/06/2024,512,ערוץ 14,שלמה פילבר וצוריאל שרון,26,8,10,17,12,4,13,9,5,6,0,10,,,,
175,2024-06-07,07/06/2024,502,מעריב,מנחם לזר,20,7,10,27,15,5,11,6,4,5,0,10,,,,
174,2024-06-06,06/06/2024,778,ערוץ 14,שלמה פילבר וצוריאל שרון,25,8,10,17,13,4,14,9,5,6,0,9,,,,
173,2024-06-02,02/06/2024,605,כאן חדשות,דודי חסיד,21,7,10,27,14,5,12,6,4,5,0,9,,,,
172,2024-05-31,31/05/2024,502,מעריב,מנחם לזר,22,7,10,25,14,5,10,5,4,4,0,10,,,,
171,2024-05-30,30/05/2024,925,ערוץ 14,שלמה פילבר וצוריאל שרון,27,8,10,19,12,4,13,8,4,6,0,9,,,,
170,2024-05-29,29/05/2024,503,חדשות 12,מנו גבע,21,7,10,25,13,5,10,10,5,5,0,9,,,,
169,2024-05-24,24/05/2024,500,מעריב,מנחם לזר,20,7,9,29,14,6,11,4,0,5,0,10,,,,
168,2024-05-23,23/05/2024,600,כאן חדשות,דודי חסיד,22,7,10,29,16,5,10,0,4,4,0,9,,,,
167,2024-05-17,17/05/2024,500,מעריב,מנחם לזר,19,7,9,30,14,5,12,0,5,5,0,9,,,,
165,2024-05-16,16/05/2024,925,ערוץ 14,שלמה פילבר וצוריאל שרון,25,8,10,20,14,4,8,6,5,6,0,10,,,,
166,2024-05-16,16/05/2024,502,חדשות 12,מנו גבע,19,8,10,29,16,5,11,0,4,5,0,9,,,,
164,2024-05-10,10/05/2024,500,מעריב,מנחם לזר,17,7,10,32,13,5,11,4,4,4,0,9,,,,
163,2024-05-09,09/05/2024,500,ערוץ 14,שלמה פילבר וצוריאל שרון,25,8,10,23,13,4,8,5,5,6,0,9,,,,
162,2024-05-08,08/05/2024,500,חדשות 13,אריאל איילון,19,7,10,30,15,5,10,0,6,6,0,12,,,,
161,2024-05-03,03/05/2024,500,מעריב,מנחם לזר,19,7,9,31,13,5,12,0,5,5,0,10,,,,
159,2024-04-30,30/04/2024,500,חדשות 12,מנו גבע,18,8,10,31,15,5,10,0,4,5,0,10,,,,
160,2024-04-30,30/04/2024,601,כאן חדשות,דודי חסיד,21,7,10,29,15,5,11,0,5,4,0,9,,,,
158,2024-04-26,26/04/2024,500,מעריב,מנחם לזר,21,7,9,29,13,5,11,0,4,4,0,9,,,,
157,2024-04-21,21/04/2024,500,חדשות 13,אריאל איילון,20,7,8,30,15,5,11,4,7,4,0,9,,,,
156,2024-04-19,19/04/2024,500,מעריב,מנחם לזר,21,7,9,31,13,5,12,0,4,5,0,9,,,,
155,2024-04-15,15/04/2024,816,ערוץ 14,שלמה פילבר וצוריאל שרון,26,8,10,22,11,4,11,4,5,6,0,9,,,,
154,2024-04-12,12/04/2024,508,מעריב,מנחם לזר,19,7,9,30,15,5,12,0,0,5,0,10,,,,
150,2024-04-07,07/04/2024,500,חדשות 12,מנו גבע,19,8,11,32,15,5,11,0,0,5,0,9,,,,
151,2024-04-07,07/04/2024,601,כאן חדשות,דודי חסיד,21,7,10,30,14,5,10,0,0,5,0,10,,,,
152,2024-04-07,07/04/2024,587,ערוץ 14,שלמה פילבר וצוריאל שרון,22,8,10,23,11,4,8,4,5,6,0,10,,,,
153,2024-04-07,07/04/2024,587,ערוץ 14,שלמה פילבר וצוריאל שרון,22,8,10,23,11,4,8,4,5,6,0,10,,,,
149,2024-04-05,05/04/2024,528,מעריב,מנחם לזר,17,6,9,32,15,5,11,0,4,4,0,9,,,,
148,2024-03-31,31/03/2024,589,ערוץ 14,שלמה פילבר וצוריאל שרון,24,8,10,22,13,4,8,5,6,6,0,10,,,,
147,2024-03-29,29/03/2024,500,מעריב,מנחם לזר,19,7,10,33,12,5,10,0,0,5,0,10,,,,
146,2024-03-22,22/03/2024,500,מעריב,מנחם לזר,17,6,10,35,12,5,10,0,5,5,0,10,,,,
145,2024-03-15,15/03/2024,601,מעריב,מנחם לזר,18,6,10,36,11,5,9,0,4,4,0,9,,,,
141,2024-03-13,13/03/2024,553,כאן חדשות,דודי חסיד,21,7,10,30,14,5,11,0,0,5,0,8,,,,
142,2024-03-13,13/03/2024,500,חדשות 12,מנו גבע,18,7,11,33,13,5,11,0,0,5,0,8,,,,
143,2024-03-13,13/03/2024,500,חדשות 13,קמיל פוקס,17,7,9,34,14,4,8,0,4,4,0,9,,,,
144,2024-03-13,13/03/2024,500,ערוץ 14,שלמה פילבר וצוריאל שרון,25,8,10,22,12,4,9,0,4,6,0,9,,,,
140,2024-03-12,12/03/2024,503,חדשות 12,מנו גבע,19,7,11,35,14,5,10,0,0,5,0,9,,,,
139,2024-03-08,08/03/2024,510,מעריב,מנחם לזר,18,6,10,40,10,5,9,0,4,5,0,9,,,,
